Faculty Directory Homepage,FacultyPage,Label
http://cs.emory.edu/people/faculty/asDir/,1,FacultyDirectoryPage
https://www.cs.uic.edu/staff/,1,FacultyDirectoryPage
https://www.ece.uic.edu/faculty-staff/,1,FacultyDirectoryPage
https://cse.wustl.edu/faculty/Pages/default.aspx,1,FacultyDirectoryPage
https://www1.cs.ucr.edu/about/faculty,1,FacultyDirectoryPage
https://www.csd.cs.cmu.edu/directory/faculty,1,FacultyDirectoryPage
https://cse.uta.edu/faculty-directory.php,1,FacultyDirectoryPage
https://www.cs.rutgers.edu/,1,FacultyDirectoryPage
https://www.engr.uky.edu/research-faculty/departments/electrical-computer-engineering/people,1,FacultyDirectoryPage
https://engineering.virginia.edu/departments/computer-science/faculty,1,FacultyDirectoryPage
http://www.ece.ucsd.edu/people/faculty,1,FacultyDirectoryPage
https://www.cics.umass.edu/people/all-faculty-staff,1,FacultyDirectoryPage
https://www.cise.ufl.edu/people/faculty/,1,FacultyDirectoryPage
http://www.brandeis.edu/computer-science/people/index.html,1,FacultyDirectoryPage
https://www.wellesley.edu/cs/faculty,1,FacultyDirectoryPage
http://scse.ntu.edu.sg/Research/DMAL/people/Pages/Faculty.aspx,1,FacultyDirectoryPage
https://cs.uoregon.edu/people/faculty,1,FacultyDirectoryPage
https://ceas.uc.edu/academics/departments/electrical-engineering-computer-science/faculty.html,1,FacultyDirectoryPage
https://cse.nd.edu/people/faculty,1,FacultyDirectoryPage
https://cis.temple.edu/people/faculty/tenure,1,FacultyDirectoryPage
https://www.wm.edu/as/computerscience/faculty/index.php,1,FacultyDirectoryPage
https://engineering.tamu.edu/electrical/profiles/index.html,1,FacultyDirectoryPage
https://www.imperial.ac.uk/computing/people/academic-staff/,1,FacultyDirectoryPage
http://eecs.ucmerced.edu/people,1,FacultyDirectoryPage
http://www.cs.ucf.edu/people/index.php,1,FacultyDirectoryPage
https://www.cse.iitb.ac.in/page14,1,FacultyDirectoryPage
http://www.uwyo.edu/cosc/cosc-directory/,1,FacultyDirectoryPage
https://www.cs.hmc.edu/people/,1,FacultyDirectoryPage
https://www.kent.edu/cs/faculty-staff,1,FacultyDirectoryPage
https://cs.gmu.edu/directory/by-category/faculty/,1,FacultyDirectoryPage
https://www.ece.cornell.edu/faculty-directory/,1,FacultyDirectoryPage
https://www.brown.edu/academics/engineering/electrical-and-computer-engineering-faculty,1,FacultyDirectoryPage
https://cs.uiowa.edu/people/faculty,1,FacultyDirectoryPage
http://www.cse.iitm.ac.in/listpeople.php?arg=MSQw,1,FacultyDirectoryPage
https://www.cs.arizona.edu/people/faculty,1,FacultyDirectoryPage
https://www.cs.iastate.edu/people,1,FacultyDirectoryPage
http://www.eece.cea.howard.edu/faculty,1,FacultyDirectoryPage
https://cs.uwaterloo.ca/about/people/group/49,1,FacultyDirectoryPage
https://www.clemson.edu/cecas/departments/computing/people/faculty/index.html,1,FacultyDirectoryPage
https://cs.siu.edu/faculty-staff/continuing_faculty.php,1,FacultyDirectoryPage
https://www.rose-hulman.edu/academics/academic-departments/computer-science-software-engineering/faculty-and-staff.html,1,FacultyDirectoryPage
https://www.ece.utoronto.ca/faculty/directory/,1,FacultyDirectoryPage
http://eng-cs.syr.edu/our-departments/electrical-engineering-and-computer-science/people/?filter=*,1,FacultyDirectoryPage
https://www.stevens.edu/schaefer-school-engineering-science/departments/computer-science/faculty-staff,1,FacultyDirectoryPage
http://engineering.case.edu/eecs/faculty-staff,1,FacultyDirectoryPage
https://www2.eecs.berkeley.edu/Faculty/Lists/CS/faculty.html,1,FacultyDirectoryPage
https://www.cs.hku.hk/people/academic.jsp,1,FacultyDirectoryPage
https://www.comp.nus.edu.sg/about/depts/cs/faculty/,1,FacultyDirectoryPage
https://www.eng.ox.ac.uk/people/,1,FacultyDirectoryPage
https://www.bc.edu/content/bc-web/schools/mcas/faculty.html#computer_science,1,FacultyDirectoryPage
https://www.elmhurst.edu/academics/departments/computer-science-information-systems/faculty/,1,FacultyDirectoryPage
https://www.cse.ust.hk/admin/people/faculty/,1,FacultyDirectoryPage
https://academics.morris.umn.edu/computer-science/computer-science-faculty,1,FacultyDirectoryPage
https://www.cmu.edu/cee/people/faculty/index.html,1,FacultyDirectoryPage
https://www.cs.fsu.edu/department/faculty/,1,FacultyDirectoryPage
https://www.fordham.edu/info/25112/cis_faculty_and_administration,1,FacultyDirectoryPage
https://engineering.missouri.edu/academics/eecs/eecs-faculty/,1,FacultyDirectoryPage
https://www.usfca.edu/arts-sciences/undergraduate-programs/computer-science/faculty,1,FacultyDirectoryPage
https://www.haverford.edu/computer-science/faculty-staff,1,FacultyDirectoryPage
http://sci.pitt.edu/faculty-and-research/faculty/,1,FacultyDirectoryPage
https://www.rose-hulman.edu/academics/academic-departments/electrical-computer-engineering/faculty-and-staff.html,1,FacultyDirectoryPage
http://www.cee.hawaii.edu/faculty-staff-main/,1,FacultyDirectoryPage
http://www.cs.utah.edu/people/faculty/,1,FacultyDirectoryPage
http://ee.princeton.edu/people/faculty,1,FacultyDirectoryPage
https://www.seas.harvard.edu/electrical-engineering/people,1,FacultyDirectoryPage
https://www.cdm.depaul.edu/Faculty-and-Staff/Pages/Faculty.aspx?ftype=soc&selectedareataught=&lastnamefilter=ALL&level=-1,1,FacultyDirectoryPage
https://www.surrey.ac.uk/department-computer-science/people/academic-staff,1,FacultyDirectoryPage
http://web.csulb.edu/colleges/coe/cecs/faculty/index.shtml,1,FacultyDirectoryPage
https://www.ece.uw.edu/faculty/,1,FacultyDirectoryPage
https://www.cs.washington.edu/people/faculty,1,FacultyDirectoryPage
http://www.ceecs.fau.edu/directory/,1,FacultyDirectoryPage
https://www.american.edu/cas/cs/faculty.cfm,1,FacultyDirectoryPage
https://engineering.lehigh.edu/cse/faculty,1,FacultyDirectoryPage
https://www.biola.edu/computer-science-bs/faculty,1,FacultyDirectoryPage
https://computerscience.vassar.edu/bios/,1,FacultyDirectoryPage
https://www.eecs.umich.edu/eecs/faculty/eecsfaculty.html,1,FacultyDirectoryPage
https://ece.duke.edu/faculty/computer-engineering,1,FacultyDirectoryPage
https://www.deanza.edu/cis/faculty.html,1,FacultyDirectoryPage
https://www.evansville.edu/majors/eecs/faculty.cfm,1,FacultyDirectoryPage
https://cs.mines.edu/faculty-and-staff/,1,FacultyDirectoryPage
https://cs.uoregon.edu/people/faculty,1,FacultyDirectoryPage
https://www.umb.edu/academics/csm/computer_science/faculty,1,FacultyDirectoryPage
http://www.engr.uky.edu/research-faculty/departments/computer-science/people/faculty,1,FacultyDirectoryPage
https://cs.usu.edu/people/faculty/index,1,FacultyDirectoryPage
https://csc.calpoly.edu,1,FacultyDirectoryPage
https://cse.iith.ac.in/people/faculty.html,1,FacultyDirectoryPage
https://www2.eecs.berkeley.edu/Faculty/Lists/EE/faculty.html,1,FacultyDirectoryPage
https://www.davidson.edu/academics/mathematics-and-computer-science/faculty-and-staff,1,FacultyDirectoryPage
https://eecs.ku.edu/faculty,1,FacultyDirectoryPage
https://www.trident.edu/why-trident/our-people/faculty/?fc=b-s-computer-science,1,FacultyDirectoryPage
https://www.cs.cityu.edu.hk/people/academic_staff.html,1,FacultyDirectoryPage
https://minghsiehee.usc.edu/directory/faculty/,1,FacultyDirectoryPage
https://www.wpi.edu/academics/departments/computer-science/faculty-staff,1,FacultyDirectoryPage
https://www.swarthmore.edu/computer-science/faculty-staff,1,FacultyDirectoryPage
https://www.liverpool.ac.uk/computer-science/people/,1,FacultyDirectoryPage
https://it.illinoisstate.edu/faculty-staff/,1,FacultyDirectoryPage
https://cs.utdallas.edu/people/faculty/,1,FacultyDirectoryPage
https://en.diro.umontreal.ca/department-directory/professeurs/,1,FacultyDirectoryPage
https://www.southwestern.edu/math-and-computer-science/our-faculty/,1,FacultyDirectoryPage
https://aeroastro.mit.edu/faculty-research/faculty-list,1,FacultyDirectoryPage
https://www.cs.cornell.edu/people/faculty,1,FacultyDirectoryPage
https://ecee.engineering.asu.edu/tenured-and-tenure-track-faculty/,1,FacultyDirectoryPage
http://www.middlebury.edu/academics/cs/faculty,1,FacultyDirectoryPage
https://engineering.tamu.edu/cse/profiles/index.html,1,FacultyDirectoryPage
https://cs.vt.edu/People/Faculty.html,1,FacultyDirectoryPage
http://college.wfu.edu/cs/people/cs-faculty,1,FacultyDirectoryPage
http://www.sfu.ca/computing/people/faculty.html,1,FacultyDirectoryPage
https://www2.tulane.edu/sse/cs/faculty/,1,FacultyDirectoryPage
http://www.eecs.utk.edu/people/faculty/,1,FacultyDirectoryPage
http://engineering.wayne.edu/cs/faculty.php,1,FacultyDirectoryPage
http://bio.engr.ku.edu/people#Core_Faculty,1,FacultyDirectoryPage
http://engineering.uci.edu/directory/dept/eecs,1,FacultyDirectoryPage
https://www.mccormick.northwestern.edu/civil-environmental/people/faculty/,1,FacultyDirectoryPage
https://lcsee.statler.wvu.edu/faculty-and-staff,1,FacultyDirectoryPage
https://umaine.edu/cs/computer-science-faculty/,1,FacultyDirectoryPage
https://www.cse.iitk.ac.in/pages/Faculty.html,1,FacultyDirectoryPage
http://engineering.buffalo.edu/computer-science-engineering/people/faculty-directory.html,1,FacultyDirectoryPage
https://www.csueastbay.edu/cs/faculty-office-hours/faculty-profiles.html,1,FacultyDirectoryPage
https://www.carthage.edu/computer-science/faculty/,1,FacultyDirectoryPage
https://www.regis.edu/CCIS/Academics/Departments-and-Faculty/Computer-Science.aspx,1,FacultyDirectoryPage
https://www.liverpool.ac.uk/electrical-engineering-and-electronics/staff/,1,FacultyDirectoryPage
https://www.bethel.edu/undergrad/academics/math-cs/faculty,1,FacultyDirectoryPage
http://www.cs.ucl.ac.uk/people/,1,FacultyDirectoryPage
https://www.cs.rutgers.edu/people/faculty/professors,1,FacultyDirectoryPage
https://www.mtu.edu/cs/department/faculty-staff/,1,FacultyDirectoryPage
https://www.gonzaga.edu/school-of-engineering-applied-science/degrees-and-programs/computer-science/faculty,1,FacultyDirectoryPage
https://www.ucl.ac.uk/electronic-electrical-engineering/people/academic-staff,1,FacultyDirectoryPage
https://bioengineering.stanford.edu/people/faculty,1,FacultyDirectoryPage
https://semte.engineering.asu.edu/faculty/,1,FacultyDirectoryPage
https://chemistry.illinois.edu/directory/faculty-by-type,1,FacultyDirectoryPage
https://www.cs.ksu.edu/people/faculty/,1,FacultyDirectoryPage
https://cs.indiana.edu/faculty-directory/index.html?&type=2&aca_dept=1,1,FacultyDirectoryPage
https://cs.mst.edu/faculty-and-staff/faculty-directory/,1,FacultyDirectoryPage
https://infosci.cornell.edu/people/faculty,1,FacultyDirectoryPage
https://www.engineering.unsw.edu.au/computer-science-engineering/academic-profiles/cse-academic-profiles,1,FacultyDirectoryPage
https://www.eng.mcmaster.ca/cas/people/faculty,1,FacultyDirectoryPage
https://statistics.rutgers.edu/people-pages/faculty,1,FacultyDirectoryPage
http://www.me.vt.edu/people/faculty/,1,FacultyDirectoryPage
https://engineering.purdue.edu/Engr/People/ptDirectory,1,FacultyDirectoryPage
https://www.eee.hku.hk/people/,1,FacultyDirectoryPage
https://www.seas.harvard.edu/bioengineering/people,1,FacultyDirectoryPage
https://compbio.cornell.edu/people/faculty/,1,FacultyDirectoryPage
https://www.eiu.edu/engineering/faculty.php,1,FacultyDirectoryPage
https://www.mcneese.edu/sem/eecs/faculty-staff/,1,FacultyDirectoryPage
https://www.uprm.edu/cse/faculty/,1,FacultyDirectoryPage
https://nau.edu/school-of-informatics-computing-and-cyber-systems/faculty/,1,FacultyDirectoryPage
https://www.uml.edu/Sciences/computer-science/faculty/,1,FacultyDirectoryPage
https://uwaterloo.ca/electrical-computer-engineering/about/people/group/28,1,FacultyDirectoryPage
https://engineering.missouri.edu/academics/it/it-faculty/,1,FacultyDirectoryPage
http://www.wiu.edu/cbt/computer_science/contact.php,1,FacultyDirectoryPage
https://www.ece.queensu.ca/people/faculty.html,1,FacultyDirectoryPage
https://ee.stanford.edu/people/faculty,1,FacultyDirectoryPage
https://www.lsu.edu/eng/cse/people/faculty/index.php,1,FacultyDirectoryPage
https://www.ece.rutgers.edu/fac,1,FacultyDirectoryPage
https://ece.vt.edu/people/faculty,1,FacultyDirectoryPage
http://ee.caltech.edu/people,1,FacultyDirectoryPage
http://www.ics.hawaii.edu/people/,1,FacultyDirectoryPage
https://www.cs.purdue.edu/people/faculty/index.html,1,FacultyDirectoryPage
https://www.mccormick.northwestern.edu/computer-science/people/faculty.html,1,FacultyDirectoryPage
https://genetics.wisc.edu/genetics-faculty/,1,FacultyDirectoryPage
https://www.gold.ac.uk/computing/people/,1,FacultyDirectoryPage
https://www.truman.edu/majors-programs/majors-minors/computer-science-major/computer-science-faculty-staff/,1,FacultyDirectoryPage
https://www.law.columbia.edu/faculty?role=103,1,FacultyDirectoryPage
https://www.cse.uconn.edu/people/faculty/,1,FacultyDirectoryPage
https://www.niu.edu/ceet/about/faculty-and-instructors/index.shtml,1,FacultyDirectoryPage
https://www.ece.utah.edu/faculty,1,FacultyDirectoryPage
https://www.fit.edu/faculty-profiles/,1,FacultyDirectoryPage
https://seas.yale.edu/faculty-research/faculty-directory,1,FacultyDirectoryPage
https://robotics.oregonstate.edu/faculty,1,FacultyDirectoryPage
https://www.ualberta.ca/computing-science/faculty-and-staff/faculty,1,FacultyDirectoryPage
https://www.cs.ucsb.edu/people,1,FacultyDirectoryPage
https://bme.usc.edu/directory/faculty/,1,FacultyDirectoryPage
https://www.carthage.edu/computer-science/faculty/,1,FacultyDirectoryPage
https://cs.unc.edu/people-page/faculty/,1,FacultyDirectoryPage
https://minghsiehece.usc.edu/directory/faculty/,1,FacultyDirectoryPage
https://web.cs.dartmouth.edu/people/faculty,1,FacultyDirectoryPage
https://me.berkeley.edu/faculty/faculty-by-research-area/,1,FacultyDirectoryPage
https://school.eecs.wsu.edu/people/faculty/,1,FacultyDirectoryPage
https://www.ee.ucla.edu/all-faculty/,1,FacultyDirectoryPage
https://cs.usu.edu/people/faculty/index,1,FacultyDirectoryPage
https://www.cs.uci.edu/faculty/,1,FacultyDirectoryPage
http://www2.mystfx.ca/computer-science/faculty-staff,1,FacultyDirectoryPage
https://engineering.nyu.edu/academics/departments/computer-science-and-engineering/people,1,FacultyDirectoryPage
https://cbe.princeton.edu/people/faculty,1,FacultyDirectoryPage
https://eecs.oregonstate.edu/people/faculty-directory,1,FacultyDirectoryPage
https://www.caee.utexas.edu/faculty/directory,1,FacultyDirectoryPage
https://www.giki.edu.pk/Faculties/FCSEUndergraduate/Profiles,1,FacultyDirectoryPage
https://www.clarku.edu/departments/mathematics-and-computer-science/our-faculty/,1,FacultyDirectoryPage
https://www.seas.harvard.edu/applied-mathematics/people,1,FacultyDirectoryPage
https://www.mccormick.northwestern.edu/biomedical/people/faculty/,1,FacultyDirectoryPage
https://www.ryerson.ca/science/programs/graduate/computerscience/our-faculty/,1,FacultyDirectoryPage
https://cpe.calpoly.edu/faculty/,1,FacultyDirectoryPage
https://cmu.edu/cheme/people/faculty/index.html,1,FacultyDirectoryPage
https://engineering.ucmerced.edu/soe-bylaw-units/computer-science-engineering-cse,1,FacultyDirectoryPage
https://engineering.jhu.edu/ece/faculty/,1,FacultyDirectoryPage
https://www.uccs.edu/cs/about/faculty,1,FacultyDirectoryPage
https://medicine.yale.edu/bbs/computational/people/,1,FacultyDirectoryPage
https://www1.cs.ucr.edu/people/faculty,1,FacultyDirectoryPage
https://computerscience.tcnj.edu/faculty-staff/faculty/,1,FacultyDirectoryPage
https://www.uaa.alaska.edu/academics/college-of-engineering/departments/computer-science-and-engineering/contact-us.cshtml,1,FacultyDirectoryPage
https://www.depts.ttu.edu/cs/faculty/,1,FacultyDirectoryPage
https://www.cs.ucdavis.edu/people/faculty/,1,FacultyDirectoryPage
https://www.uidaho.edu/engr/departments/cs/our-people/faculty,1,FacultyDirectoryPage
"https://tech.cornell.edu/people/faculty/
",1,FacultyDirectoryPage
https://cs.richmond.edu/faculty/index.html,1,FacultyDirectoryPage
https://www.wpi.edu/academics/departments/mechanical-engineering/faculty-staff,1,FacultyDirectoryPage
,1,FacultyDirectoryPage
https://www.cs.manchester.ac.uk/about/people/academic-and-research-staff/,1,FacultyDirectoryPage
https://www.cs.wisc.edu/people/faculty/,1,FacultyDirectoryPage
https://ece.umass.edu/faculty,1,FacultyDirectoryPage
https://ist.gmu.edu/people/faculty/,1,FacultyDirectoryPage
http://www.ece.utexas.edu/people/faculty,1,FacultyDirectoryPage
https://en-engineering.tau.ac.il/Engineering-Faculty-Home/acstaff,1,FacultyDirectoryPage
http://www.ucalgary.ca/cpsc_info/contact-us,1,FacultyDirectoryPage
https://chemistry.berkeley.edu/faculty/cbe,1,FacultyDirectoryPage
https://cds.nyu.edu/our-people/faculty/,1,FacultyDirectoryPage
https://csweb.rice.edu/faculty,1,FacultyDirectoryPage
https://stat.ufl.edu/people/faculty/,1,FacultyDirectoryPage
http://www.engr.utexas.edu/faculty-directory/departments/me,1,FacultyDirectoryPage
https://cse.engin.umich.edu/people/faculty/,1,FacultyDirectoryPage
https://orfe.princeton.edu/people/faculty,1,FacultyDirectoryPage
https://sislt.missouri.edu/faculty/,1,FacultyDirectoryPage
https://ece.illinois.edu/directory/faculty.asp,1,FacultyDirectoryPage
https://www.chemistry.northwestern.edu/people/core-faculty/,1,FacultyDirectoryPage
https://www.cmu.edu/bme/People/Faculty/index.html,1,FacultyDirectoryPage
https://www.cs.washington.edu/people/faculty,1,FacultyDirectoryPage
http://math.utsa.edu/directory/,1,FacultyDirectoryPage
https://science.iit.edu/computer-science/people/faculty,1,FacultyDirectoryPage
https://ucsc.cmb.ac.lk/ucsc-staff/academic-staff/,1,FacultyDirectoryPage
http://www.uwyo.edu/cosc/cosc-directory/,1,FacultyDirectoryPage
https://www.evansville.edu/majors/eecs/faculty.cfm,1,FacultyDirectoryPage
https://www.meche.engineering.cmu.edu/directory/index.html,1,FacultyDirectoryPage
https://www.eng.auburn.edu/comp/faculty/,1,FacultyDirectoryPage
https://www.stthomas.edu/cisc/faculty/,1,FacultyDirectoryPage
https://www.math.missouri.edu/faculty,1,FacultyDirectoryPage
https://www.seas.harvard.edu/computer-science/people,1,FacultyDirectoryPage
https://www.ce.berkeley.edu/people/faculty,1,FacultyDirectoryPage
http://www.iitg.ac.in/cse/csefaculty,1,FacultyDirectoryPage
https://uwaterloo.ca/statistics-and-actuarial-science/about/people/group/47,1,FacultyDirectoryPage
https://www.ualberta.ca/electrical-computer-engineering/faculty-and-staff,1,FacultyDirectoryPage
https://www.comp.nus.edu.sg/about/depts/disa/faculty/,1,FacultyDirectoryPage
https://www.heinz.cmu.edu/faculty-research/profiles/,1,FacultyDirectoryPage
https://statistics.colostate.edu/faculty-staff/,1,FacultyDirectoryPage
https://www.cse.iitk.ac.in/pages/Faculty.html,1,FacultyDirectoryPage
https://www.bradley.edu/academic/departments/ece/faculty/,1,FacultyDirectoryPage
https://engineering.dartmouth.edu/people/faculty/core,1,FacultyDirectoryPage
https://computerscience.engineering.unt.edu/people/faculty,1,FacultyDirectoryPage
https://aero.engin.umich.edu/role/faculty/,1,FacultyDirectoryPage
https://haas.berkeley.edu/faculty/,1,FacultyDirectoryPage
https://www.mccormick.northwestern.edu/electrical-computer/people/faculty.html,1,FacultyDirectoryPage
http://www.me.gatech.edu/faculty,1,FacultyDirectoryPage
https://cci.uncc.edu/directory/cs/faculty,1,FacultyDirectoryPage
https://mae.princeton.edu/people/faculty,1,FacultyDirectoryPage
https://www.unlv.edu/cs/directory?all,1,FacultyDirectoryPage
https://www.amherst.edu/academiclife/departments/computer_science/faculty,1,FacultyDirectoryPage
https://chemistry.as.virginia.edu/faculty,1,FacultyDirectoryPage
https://www.saintmarys.edu/academics/departments/mathematics-computer-science/faculty,1,FacultyDirectoryPage
https://ece.engin.umich.edu/people/faculty/,1,FacultyDirectoryPage
https://www.usfca.edu/arts-sciences/graduate-programs/data-science/faculty,1,FacultyDirectoryPage
https://www.cod.edu/faculty/,1,FacultyDirectoryPage
http://www.gps.caltech.edu/people?cat_one=Professorial%20Faculty&cat_two=all,1,FacultyDirectoryPage
http://ece.eng.ua.edu/people/,1,FacultyDirectoryPage
http://www.engr.utexas.edu/faculty-directory/departments/me,1,FacultyDirectoryPage
https://www.che.utah.edu/department/people/faculty,1,FacultyDirectoryPage
https://philosophy.uchicago.edu/people/profiles,1,FacultyDirectoryPage
https://www.ece.uw.edu/faculty/,1,FacultyDirectoryPage
http://www.eecs.utk.edu/people/faculty/,1,FacultyDirectoryPage
https://me.stanford.edu/people/faculty/,1,FacultyDirectoryPage
https://math.wfu.edu/people-faculty,1,FacultyDirectoryPage
http://www.hunter.cuny.edu/csci/people/faculty,1,FacultyDirectoryPage
https://www.iitbhu.ac.in/all/faculty,1,FacultyDirectoryPage
https://www.utrgv.edu/csci/faculty/index.htm,1,FacultyDirectoryPage
https://eng.umd.edu/clark/facultydir,1,FacultyDirectoryPage
http://chembiochem.sfsu.edu/faculty/0layout.php,1,FacultyDirectoryPage
https://unclineberger.org/members/',1,FacultyDirectoryPage
https://engineering.purdue.edu/CE/People/Faculty,1,FacultyDirectoryPage
https://engineering.nyu.edu/academics/departments/electrical-and-computer-engineering/people,1,FacultyDirectoryPage
https://cheme.stanford.edu/people/faculty,1,FacultyDirectoryPage
https://ece.osu.edu/directory/categories/type/faculty,1,FacultyDirectoryPage
https://new.trinity.edu/academics/departments/computer-science/meet-faculty,1,FacultyDirectoryPage
http://engineering.uci.edu/dept/mae/faculty-staff/faculty,1,FacultyDirectoryPage
https://www.stonybrook.edu/commcms/electrical/people/-core_faculty/,1,FacultyDirectoryPage
https://tec.illinoisstate.edu/faculty-staff/,1,FacultyDirectoryPage
https://mcgill.ca/chemeng/people,1,FacultyDirectoryPage
https://law.ucla.edu/faculty/faculty-profiles/,1,FacultyDirectoryPage
http://www.ce.pdn.ac.lk/academic-staff/#1559034718450-064c648f-6799,1,FacultyDirectoryPage
http://www.cse.msu.edu/People/,1,FacultyDirectoryPage
https://physics.berkeley.edu/research-faculty/nuclear-physics,1,FacultyDirectoryPage
https://cheme.columbia.edu/directory?gsarqfields%5Bbiotypetid%5D=30,1,FacultyDirectoryPage
https://www.mtsu.edu/csc/faculty.php,1,FacultyDirectoryPage
https://www.findlay.edu/sciences/computer-science/Meet-Our-Faculty-and-Staff,1,FacultyDirectoryPage
https://egr.vcu.edu/departments/computer/people/faculty/,1,FacultyDirectoryPage
https://www.swinburne.edu.au/science-engineering-technology/schools-departments/software-electrical-engineering/computer-science-software-engineering/staff/,1,FacultyDirectoryPage
https://cs.stanford.edu/directory/faculty,1,FacultyDirectoryPage
https://business.gwu.edu/staff-directory,1,FacultyDirectoryPage
https://www.gla.ac.uk/schools/computing/staff/,1,FacultyDirectoryPage
https://www.ece.ufl.edu/people/faculty/,1,FacultyDirectoryPage
https://www.ece.ncsu.edu/faculty/,1,FacultyDirectoryPage
